 ,5.09 BN - Rhenusallee ,5.09 BN - Rhenusallee Radfahrer Ri. Beuel ,5.09 BN - Rhenusallee Radfahrer Ri. Oberkassel
2017-09-26-21-15-00,3,2,1
2017-09-26-21-30-00,4,3,1
2017-09-26-21-45-00,3,0,3
2017-09-26-22-00-00,1,0,1
2017-09-26-22-15-00,3,1,2
2017-09-26-22-30-00,2,2,0
2017-09-26-22-45-00,3,0,3
2017-09-26-23-00-00,1,1,0
2017-09-26-23-15-00,0,0,0
2017-09-26-23-30-00,1,1,0
2017-09-26-23-45-00,0,0,0
2017-09-27-00-00-00,1,0,1
2017-09-27-00-15-00,0,0,0
2017-09-27-00-30-00,1,1,0
2017-09-27-00-45-00,0,0,0
2017-09-27-01-00-00,0,0,0
2017-09-27-01-15-00,0,0,0
2017-09-27-01-30-00,0,0,0
2017-09-27-01-45-00,1,1,0
2017-09-27-02-00-00,0,0,0
2017-09-27-02-15-00,0,0,0
2017-09-27-02-30-00,0,0,0
2017-09-27-02-45-00,0,0,0
2017-09-27-03-00-00,0,0,0
2017-09-27-03-15-00,0,0,0
2017-09-27-03-30-00,0,0,0
2017-09-27-03-45-00,0,0,0
2017-09-27-04-00-00,0,0,0
2017-09-27-04-15-00,0,0,0
2017-09-27-04-30-00,1,1,0
2017-09-27-04-45-00,1,1,0
2017-09-27-05-00-00,0,0,0
2017-09-27-05-15-00,0,0,0
2017-09-27-05-30-00,1,0,1
2017-09-27-05-45-00,5,3,2
2017-09-27-06-00-00,5,3,2
2017-09-27-06-15-00,11,5,6
2017-09-27-06-30-00,10,5,5
2017-09-27-06-45-00,18,7,11
2017-09-27-07-00-00,22,8,14
2017-09-27-07-15-00,35,11,24
2017-09-27-07-30-00,52,17,35
2017-09-27-07-45-00,42,13,29
2017-09-27-08-00-00,53,14,39
2017-09-27-08-15-00,51,13,38
2017-09-27-08-30-00,57,14,43
2017-09-27-08-45-00,54,9,45
2017-09-27-09-00-00,31,7,24
2017-09-27-09-15-00,32,9,23
2017-09-27-09-30-00,17,4,13
2017-09-27-09-45-00,25,10,15
2017-09-27-10-00-00,20,9,11
2017-09-27-10-15-00,19,7,12
2017-09-27-10-30-00,17,7,10
2017-09-27-10-45-00,23,12,11
2017-09-27-11-00-00,35,13,22
2017-09-27-11-15-00,32,18,14
2017-09-27-11-30-00,32,11,21
2017-09-27-11-45-00,35,17,18
2017-09-27-12-00-00,28,9,19
2017-09-27-12-15-00,30,11,19
2017-09-27-12-30-00,47,12,35
2017-09-27-12-45-00,33,11,22
2017-09-27-13-00-00,42,17,25
2017-09-27-13-15-00,53,24,29
2017-09-27-13-30-00,60,24,36
2017-09-27-13-45-00,48,24,24
2017-09-27-14-00-00,48,23,25
2017-09-27-14-15-00,71,41,30
2017-09-27-14-30-00,56,29,27
2017-09-27-14-45-00,70,38,32
2017-09-27-15-00-00,70,40,30
2017-09-27-15-15-00,65,38,27
2017-09-27-15-30-00,55,34,21
2017-09-27-15-45-00,66,39,27
2017-09-27-16-00-00,68,44,24
2017-09-27-16-15-00,92,60,32
2017-09-27-16-30-00,80,41,39
2017-09-27-16-45-00,64,44,20
2017-09-27-17-00-00,98,64,34
2017-09-27-17-15-00,105,68,37
2017-09-27-17-30-00,129,77,52
2017-09-27-17-45-00,107,76,31
2017-09-27-18-00-00,88,46,42
2017-09-27-18-15-00,106,63,43
2017-09-27-18-30-00,80,57,23
2017-09-27-18-45-00,69,42,27
2017-09-27-19-00-00,54,36,18
2017-09-27-19-15-00,49,33,16
2017-09-27-19-30-00,30,19,11
2017-09-27-19-45-00,23,12,11
2017-09-27-20-00-00,12,11,1
2017-09-27-20-15-00,18,6,12
2017-09-27-20-30-00,8,3,5
2017-09-27-20-45-00,10,6,4
2017-09-27-21-00-00,4,0,4
2017-09-27-21-15-00,8,3,5
2017-09-27-21-30-00,3,3,0
2017-09-27-21-45-00,4,3,1
2017-09-27-22-00-00,2,1,1
2017-09-27-22-15-00,3,3,0
2017-09-27-22-30-00,2,1,1
2017-09-27-22-45-00,2,1,1
2017-09-27-23-00-00,0,0,0
2017-09-27-23-15-00,2,2,0
2017-09-27-23-30-00,2,0,2
2017-09-27-23-45-00,0,0,0
2017-09-28-00-00-00,0,0,0
2017-09-28-00-15-00,0,0,0
2017-09-28-00-30-00,0,0,0
2017-09-28-00-45-00,0,0,0
2017-09-28-01-00-00,0,0,0
2017-09-28-01-15-00,0,0,0
2017-09-28-01-30-00,1,1,0
2017-09-28-01-45-00,0,0,0
2017-09-28-02-00-00,0,0,0
2017-09-28-02-15-00,0,0,0
2017-09-28-02-30-00,0,0,0
2017-09-28-02-45-00,1,0,1
2017-09-28-03-00-00,0,0,0
2017-09-28-03-15-00,0,0,0
2017-09-28-03-30-00,0,0,0
2017-09-28-03-45-00,0,0,0
2017-09-28-04-00-00,0,0,0
2017-09-28-04-15-00,0,0,0
2017-09-28-04-30-00,0,0,0
2017-09-28-04-45-00,0,0,0
2017-09-28-05-00-00,0,0,0
2017-09-28-05-15-00,1,0,1
2017-09-28-05-30-00,0,0,0
2017-09-28-05-45-00,4,0,4
2017-09-28-06-00-00,5,2,3
2017-09-28-06-15-00,6,4,2
2017-09-28-06-30-00,16,7,9
2017-09-28-06-45-00,14,4,10
2017-09-28-07-00-00,17,4,13
2017-09-28-07-15-00,30,9,21
2017-09-28-07-30-00,43,19,24
2017-09-28-07-45-00,52,6,46
2017-09-28-08-00-00,56,15,41
2017-09-28-08-15-00,55,16,39
2017-09-28-08-30-00,51,10,41
2017-09-28-08-45-00,52,8,44
2017-09-28-09-00-00,27,6,21
2017-09-28-09-15-00,18,6,12
2017-09-28-09-30-00,14,6,8
2017-09-28-09-45-00,14,5,9
2017-09-28-10-00-00,4,0,4
2017-09-28-10-15-00,11,5,6
2017-09-28-10-30-00,12,8,4
2017-09-28-10-45-00,8,5,3
2017-09-28-11-00-00,8,6,2
2017-09-28-11-15-00,23,10,13
2017-09-28-11-30-00,28,8,20
2017-09-28-11-45-00,9,2,7
2017-09-28-12-00-00,16,5,11
2017-09-28-12-15-00,23,14,9
2017-09-28-12-30-00,19,15,4
2017-09-28-12-45-00,15,8,7
2017-09-28-13-00-00,22,11,11
2017-09-28-13-15-00,23,9,14
2017-09-28-13-30-00,21,11,10
2017-09-28-13-45-00,19,11,8
2017-09-28-14-00-00,23,13,10
2017-09-28-14-15-00,24,6,18
2017-09-28-14-30-00,31,14,17
2017-09-28-14-45-00,22,16,6
2017-09-28-15-00-00,42,27,15
2017-09-28-15-15-00,37,22,15
2017-09-28-15-30-00,26,17,9
2017-09-28-15-45-00,32,19,13
2017-09-28-16-00-00,35,21,14
2017-09-28-16-15-00,52,37,15
2017-09-28-16-30-00,70,38,32
2017-09-28-16-45-00,48,27,21
2017-09-28-17-00-00,37,27,10
2017-09-28-17-15-00,50,30,20
2017-09-28-17-30-00,49,30,19
2017-09-28-17-45-00,53,37,16
2017-09-28-18-00-00,43,31,12
2017-09-28-18-15-00,50,33,17
2017-09-28-18-30-00,32,20,12
2017-09-28-18-45-00,33,23,10
2017-09-28-19-00-00,25,17,8
2017-09-28-19-15-00,31,15,16
2017-09-28-19-30-00,23,13,10
2017-09-28-19-45-00,15,12,3
2017-09-28-20-00-00,15,11,4
2017-09-28-20-15-00,8,6,2
2017-09-28-20-30-00,4,3,1
2017-09-28-20-45-00,3,1,2
2017-09-28-21-00-00,4,3,1
2017-09-28-21-15-00,6,2,4
2017-09-28-21-30-00,5,5,0
2017-09-28-21-45-00,8,3,5
2017-09-28-22-00-00,5,3,2
2017-09-28-22-15-00,2,1,1
2017-09-28-22-30-00,1,1,0
2017-09-28-22-45-00,3,1,2
2017-09-28-23-00-00,2,0,2
2017-09-28-23-15-00,1,0,1
2017-09-28-23-30-00,1,1,0
2017-09-28-23-45-00,1,0,1
2017-09-29-00-00-00,0,0,0
2017-09-29-00-15-00,1,1,0
2017-09-29-00-30-00,2,1,1
2017-09-29-00-45-00,0,0,0
2017-09-29-01-00-00,0,0,0
2017-09-29-01-15-00,1,0,1
2017-09-29-01-30-00,0,0,0
2017-09-29-01-45-00,3,0,3
2017-09-29-02-00-00,0,0,0
2017-09-29-02-15-00,0,0,0
2017-09-29-02-30-00,0,0,0
2017-09-29-02-45-00,0,0,0
2017-09-29-03-00-00,0,0,0
2017-09-29-03-15-00,0,0,0
2017-09-29-03-30-00,0,0,0
2017-09-29-03-45-00,0,0,0
2017-09-29-04-00-00,0,0,0
2017-09-29-04-15-00,0,0,0
2017-09-29-04-30-00,0,0,0
2017-09-29-04-45-00,0,0,0
2017-09-29-05-00-00,0,0,0
2017-09-29-05-15-00,0,0,0
2017-09-29-05-30-00,3,2,1
2017-09-29-05-45-00,2,1,1
2017-09-29-06-00-00,7,2,5
2017-09-29-06-15-00,8,4,4
2017-09-29-06-30-00,9,4,5
2017-09-29-06-45-00,16,7,9
2017-09-29-07-00-00,16,5,11
2017-09-29-07-15-00,26,11,15
2017-09-29-07-30-00,43,20,23
2017-09-29-07-45-00,44,13,31
2017-09-29-08-00-00,36,9,27
2017-09-29-08-15-00,41,7,34
2017-09-29-08-30-00,44,10,34
2017-09-29-08-45-00,43,5,38
2017-09-29-09-00-00,19,7,12
2017-09-29-09-15-00,21,5,16
2017-09-29-09-30-00,16,7,9
2017-09-29-09-45-00,14,6,8
2017-09-29-10-00-00,21,10,11
2017-09-29-10-15-00,11,6,5
2017-09-29-10-30-00,17,6,11
2017-09-29-10-45-00,30,4,26
2017-09-29-11-00-00,23,8,15
2017-09-29-11-15-00,26,16,10
2017-09-29-11-30-00,26,16,10
2017-09-29-11-45-00,31,13,18
2017-09-29-12-00-00,33,14,19
2017-09-29-12-15-00,30,14,16
2017-09-29-12-30-00,47,11,36
2017-09-29-12-45-00,39,18,21
2017-09-29-13-00-00,40,27,13
2017-09-29-13-15-00,37,19,18
2017-09-29-13-30-00,45,27,18
2017-09-29-13-45-00,48,28,20
2017-09-29-14-00-00,48,25,23
2017-09-29-14-15-00,42,19,23
2017-09-29-14-30-00,63,32,31
2017-09-29-14-45-00,52,29,23
2017-09-29-15-00-00,72,33,39
2017-09-29-15-15-00,70,35,35
2017-09-29-15-30-00,61,37,24
2017-09-29-15-45-00,49,26,23
2017-09-29-16-00-00,59,28,31
2017-09-29-16-15-00,69,42,27
2017-09-29-16-30-00,68,39,29
2017-09-29-16-45-00,50,33,17
2017-09-29-17-00-00,51,25,26
2017-09-29-17-15-00,65,39,26
2017-09-29-17-30-00,62,40,22
2017-09-29-17-45-00,67,48,19
2017-09-29-18-00-00,46,25,21
2017-09-29-18-15-00,59,20,39
2017-09-29-18-30-00,54,43,11
2017-09-29-18-45-00,48,23,25
2017-09-29-19-00-00,26,19,7
2017-09-29-19-15-00,30,22,8
2017-09-29-19-30-00,28,12,16
2017-09-29-19-45-00,17,11,6
2017-09-29-20-00-00,13,9,4
2017-09-29-20-15-00,4,4,0
2017-09-29-20-30-00,8,5,3
2017-09-29-20-45-00,4,2,2
2017-09-29-21-00-00,4,3,1
2017-09-29-21-15-00,14,5,9
2017-09-29-21-30-00,5,3,2
2017-09-29-21-45-00,5,2,3
2017-09-29-22-00-00,7,5,2
2017-09-29-22-15-00,5,3,2
2017-09-29-22-30-00,2,2,0
2017-09-29-22-45-00,6,4,2
2017-09-29-23-00-00,5,4,1
2017-09-29-23-15-00,3,2,1
2017-09-29-23-30-00,2,2,0
2017-09-29-23-45-00,7,2,5
2017-09-30-00-00-00,3,2,1
2017-09-30-00-15-00,1,1,0
2017-09-30-00-30-00,1,0,1
2017-09-30-00-45-00,1,0,1
2017-09-30-01-00-00,2,1,1
2017-09-30-01-15-00,0,0,0
2017-09-30-01-30-00,0,0,0
2017-09-30-01-45-00,1,0,1
2017-09-30-02-00-00,0,0,0
2017-09-30-02-15-00,1,1,0
2017-09-30-02-30-00,0,0,0
2017-09-30-02-45-00,0,0,0
2017-09-30-03-00-00,0,0,0
2017-09-30-03-15-00,0,0,0
2017-09-30-03-30-00,0,0,0
2017-09-30-03-45-00,0,0,0
2017-09-30-04-00-00,0,0,0
2017-09-30-04-15-00,0,0,0
2017-09-30-04-30-00,0,0,0
2017-09-30-04-45-00,0,0,0
2017-09-30-05-00-00,0,0,0
2017-09-30-05-15-00,1,0,1
2017-09-30-05-30-00,0,0,0
2017-09-30-05-45-00,0,0,0
2017-09-30-06-00-00,1,1,0
2017-09-30-06-15-00,4,2,2
2017-09-30-06-30-00,4,1,3
2017-09-30-06-45-00,1,0,1
2017-09-30-07-00-00,1,0,1
2017-09-30-07-15-00,2,0,2
2017-09-30-07-30-00,2,2,0
2017-09-30-07-45-00,1,1,0
2017-09-30-08-00-00,0,0,0
2017-09-30-08-15-00,3,1,2
2017-09-30-08-30-00,4,4,0
2017-09-30-08-45-00,0,0,0
2017-09-30-09-00-00,3,2,1
2017-09-30-09-15-00,5,0,5
2017-09-30-09-30-00,4,2,2
2017-09-30-09-45-00,5,5,0
2017-09-30-10-00-00,1,0,1
2017-09-30-10-15-00,1,0,1
2017-09-30-10-30-00,4,0,4
2017-09-30-10-45-00,2,1,1
2017-09-30-11-00-00,3,2,1
2017-09-30-11-15-00,3,1,2
2017-09-30-11-30-00,1,1,0
2017-09-30-11-45-00,2,2,0
2017-09-30-12-00-00,1,0,1
2017-09-30-12-15-00,3,1,2
2017-09-30-12-30-00,4,2,2
2017-09-30-12-45-00,2,1,1
2017-09-30-13-00-00,5,4,1
2017-09-30-13-15-00,2,1,1
2017-09-30-13-30-00,3,2,1
2017-09-30-13-45-00,0,0,0
2017-09-30-14-00-00,6,2,4
2017-09-30-14-15-00,2,1,1
2017-09-30-14-30-00,4,4,0
2017-09-30-14-45-00,3,2,1
2017-09-30-15-00-00,0,0,0
2017-09-30-15-15-00,3,2,1
2017-09-30-15-30-00,2,2,0
2017-09-30-15-45-00,3,0,3
2017-09-30-16-00-00,2,0,2
2017-09-30-16-15-00,0,0,0
2017-09-30-16-30-00,2,1,1
2017-09-30-16-45-00,1,0,1
2017-09-30-17-00-00,1,0,1
2017-09-30-17-15-00,1,0,1
2017-09-30-17-30-00,1,0,1
2017-09-30-17-45-00,2,1,1
2017-09-30-18-00-00,2,2,0
2017-09-30-18-15-00,1,1,0
2017-09-30-18-30-00,5,1,4
2017-09-30-18-45-00,3,1,2
2017-09-30-19-00-00,4,1,3
2017-09-30-19-15-00,6,5,1
2017-09-30-19-30-00,5,4,1
2017-09-30-19-45-00,5,4,1
2017-09-30-20-00-00,5,0,5
2017-09-30-20-15-00,1,1,0
2017-09-30-20-30-00,0,0,0
2017-09-30-20-45-00,2,1,1
2017-09-30-21-00-00,0,0,0
2017-09-30-21-15-00,0,0,0
2017-09-30-21-30-00,1,1,0
2017-09-30-21-45-00,1,0,1
2017-09-30-22-00-00,0,0,0
2017-09-30-22-15-00,0,0,0
2017-09-30-22-30-00,2,1,1
2017-09-30-22-45-00,0,0,0
2017-09-30-23-00-00,1,1,0
2017-09-30-23-15-00,0,0,0
2017-09-30-23-30-00,0,0,0
2017-09-30-23-45-00,0,0,0
2017-10-01-00-00-00,1,1,0
2017-10-01-00-15-00,0,0,0
2017-10-01-00-30-00,0,0,0
2017-10-01-00-45-00,0,0,0
2017-10-01-01-00-00,0,0,0
2017-10-01-01-15-00,0,0,0
2017-10-01-01-30-00,2,0,2
2017-10-01-01-45-00,1,1,0
2017-10-01-02-00-00,0,0,0
2017-10-01-02-15-00,0,0,0
2017-10-01-02-30-00,0,0,0
2017-10-01-02-45-00,0,0,0
2017-10-01-03-00-00,0,0,0
2017-10-01-03-15-00,0,0,0
2017-10-01-03-30-00,0,0,0
2017-10-01-03-45-00,0,0,0
2017-10-01-04-00-00,0,0,0
2017-10-01-04-15-00,1,1,0
2017-10-01-04-30-00,0,0,0
2017-10-01-04-45-00,0,0,0
2017-10-01-05-00-00,1,1,0
2017-10-01-05-15-00,0,0,0
2017-10-01-05-30-00,1,0,1
2017-10-01-05-45-00,0,0,0
2017-10-01-06-00-00,0,0,0
2017-10-01-06-15-00,0,0,0
2017-10-01-06-30-00,0,0,0
2017-10-01-06-45-00,3,0,3
2017-10-01-07-00-00,1,1,0
2017-10-01-07-15-00,1,0,1
2017-10-01-07-30-00,2,1,1
2017-10-01-07-45-00,2,1,1
2017-10-01-08-00-00,7,3,4
2017-10-01-08-15-00,3,2,1
2017-10-01-08-30-00,10,8,2
2017-10-01-08-45-00,10,5,5
2017-10-01-09-00-00,7,3,4
2017-10-01-09-15-00,12,3,9
2017-10-01-09-30-00,18,7,11
2017-10-01-09-45-00,19,12,7
2017-10-01-10-00-00,21,13,8
2017-10-01-10-15-00,41,19,22
2017-10-01-10-30-00,33,12,21
2017-10-01-10-45-00,52,25,27
2017-10-01-11-00-00,51,27,24
2017-10-01-11-15-00,71,29,42
2017-10-01-11-30-00,63,32,31
2017-10-01-11-45-00,61,17,44
2017-10-01-12-00-00,54,27,27
2017-10-01-12-15-00,68,36,32
2017-10-01-12-30-00,78,30,48
2017-10-01-12-45-00,64,28,36
2017-10-01-13-00-00,97,51,46
2017-10-01-13-15-00,66,25,41
2017-10-01-13-30-00,99,45,54
2017-10-01-13-45-00,90,46,44
2017-10-01-14-00-00,94,47,47
2017-10-01-14-15-00,116,63,53
2017-10-01-14-30-00,85,40,45
2017-10-01-14-45-00,106,58,48
2017-10-01-15-00-00,109,54,55
2017-10-01-15-15-00,93,46,47
2017-10-01-15-30-00,86,40,46
2017-10-01-15-45-00,95,50,45
2017-10-01-16-00-00,76,37,39
2017-10-01-16-15-00,115,74,41
2017-10-01-16-30-00,103,77,26
2017-10-01-16-45-00,100,69,31
2017-10-01-17-00-00,65,40,25
2017-10-01-17-15-00,46,36,10
2017-10-01-17-30-00,77,50,27
2017-10-01-17-45-00,78,51,27
2017-10-01-18-00-00,49,39,10
2017-10-01-18-15-00,36,24,12
2017-10-01-18-30-00,31,14,17
2017-10-01-18-45-00,35,16,19
2017-10-01-19-00-00,24,12,12
2017-10-01-19-15-00,24,12,12
2017-10-01-19-30-00,10,5,5
2017-10-01-19-45-00,7,5,2
2017-10-01-20-00-00,3,2,1
2017-10-01-20-15-00,4,1,3
2017-10-01-20-30-00,6,3,3
2017-10-01-20-45-00,2,0,2
2017-10-01-21-00-00,3,2,1
2017-10-01-21-15-00,3,1,2
2017-10-01-21-30-00,2,0,2
2017-10-01-21-45-00,0,0,0
2017-10-01-22-00-00,0,0,0
2017-10-01-22-15-00,2,0,2
2017-10-01-22-30-00,3,3,0
2017-10-01-22-45-00,1,0,1
2017-10-01-23-00-00,0,0,0
2017-10-01-23-15-00,1,1,0
2017-10-01-23-30-00,0,0,0
2017-10-01-23-45-00,0,0,0
2017-10-02-00-00-00,0,0,0
2017-10-02-00-15-00,0,0,0
2017-10-02-00-30-00,2,2,0
2017-10-02-00-45-00,0,0,0
2017-10-02-01-00-00,2,1,1
2017-10-02-01-15-00,0,0,0
2017-10-02-01-30-00,0,0,0
2017-10-02-01-45-00,0,0,0
2017-10-02-02-00-00,0,0,0
2017-10-02-02-15-00,0,0,0
2017-10-02-02-30-00,0,0,0
2017-10-02-02-45-00,0,0,0
2017-10-02-03-00-00,0,0,0
2017-10-02-03-15-00,0,0,0
2017-10-02-03-30-00,0,0,0
2017-10-02-03-45-00,0,0,0
2017-10-02-04-00-00,0,0,0
2017-10-02-04-15-00,0,0,0
2017-10-02-04-30-00,0,0,0
2017-10-02-04-45-00,0,0,0
2017-10-02-05-00-00,1,1,0
2017-10-02-05-15-00,1,1,0
2017-10-02-05-30-00,1,1,0
2017-10-02-05-45-00,2,2,0
2017-10-02-06-00-00,2,0,2
2017-10-02-06-15-00,6,3,3
2017-10-02-06-30-00,3,1,2
2017-10-02-06-45-00,6,3,3
2017-10-02-07-00-00,6,1,5
2017-10-02-07-15-00,7,2,5
2017-10-02-07-30-00,26,13,13
2017-10-02-07-45-00,15,1,14
2017-10-02-08-00-00,23,3,20
2017-10-02-08-15-00,20,8,12
2017-10-02-08-30-00,22,9,13
2017-10-02-08-45-00,12,1,11
2017-10-02-09-00-00,9,4,5
2017-10-02-09-15-00,17,7,10
2017-10-02-09-30-00,9,4,5
2017-10-02-09-45-00,8,3,5
2017-10-02-10-00-00,7,2,5
2017-10-02-10-15-00,10,2,8
2017-10-02-10-30-00,4,1,3
2017-10-02-10-45-00,18,11,7
2017-10-02-11-00-00,11,7,4
2017-10-02-11-15-00,5,2,3
2017-10-02-11-30-00,4,3,1
2017-10-02-11-45-00,17,13,4
2017-10-02-12-00-00,5,1,4
2017-10-02-12-15-00,6,3,3
2017-10-02-12-30-00,9,6,3
2017-10-02-12-45-00,9,4,5
2017-10-02-13-00-00,10,4,6
2017-10-02-13-15-00,10,7,3
2017-10-02-13-30-00,11,5,6
2017-10-02-13-45-00,13,8,5
2017-10-02-14-00-00,24,3,21
2017-10-02-14-15-00,13,8,5
2017-10-02-14-30-00,12,5,7
2017-10-02-14-45-00,20,10,10
2017-10-02-15-00-00,30,16,14
2017-10-02-15-15-00,28,15,13
2017-10-02-15-30-00,18,11,7
2017-10-02-15-45-00,30,16,14
2017-10-02-16-00-00,34,21,13
2017-10-02-16-15-00,40,24,16
2017-10-02-16-30-00,31,20,11
2017-10-02-16-45-00,47,24,23
2017-10-02-17-00-00,45,24,21
2017-10-02-17-15-00,70,44,26
2017-10-02-17-30-00,50,22,28
2017-10-02-17-45-00,38,19,19
2017-10-02-18-00-00,44,33,11
2017-10-02-18-15-00,28,13,15
2017-10-02-18-30-00,29,18,11
2017-10-02-18-45-00,32,23,9
2017-10-02-19-00-00,26,11,15
2017-10-02-19-15-00,18,10,8
2017-10-02-19-30-00,12,6,6
2017-10-02-19-45-00,11,4,7
2017-10-02-20-00-00,7,4,3
2017-10-02-20-15-00,2,2,0
2017-10-02-20-30-00,2,1,1
2017-10-02-20-45-00,3,1,2
2017-10-02-21-00-00,4,2,2
2017-10-02-21-15-00,2,2,0
2017-10-02-21-30-00,5,1,4
2017-10-02-21-45-00,2,1,1
2017-10-02-22-00-00,1,1,0
2017-10-02-22-15-00,1,0,1
2017-10-02-22-30-00,0,0,0
2017-10-02-22-45-00,2,0,2
2017-10-02-23-00-00,2,1,1
2017-10-02-23-15-00,0,0,0
2017-10-02-23-30-00,0,0,0
2017-10-02-23-45-00,0,0,0
2017-10-03-00-00-00,0,0,0
2017-10-03-00-15-00,2,2,0
2017-10-03-00-30-00,0,0,0
2017-10-03-00-45-00,0,0,0
2017-10-03-01-00-00,0,0,0
2017-10-03-01-15-00,0,0,0
2017-10-03-01-30-00,1,1,0
2017-10-03-01-45-00,0,0,0
2017-10-03-02-00-00,1,0,1
2017-10-03-02-15-00,1,0,1
2017-10-03-02-30-00,0,0,0
2017-10-03-02-45-00,1,0,1
2017-10-03-03-00-00,0,0,0
2017-10-03-03-15-00,0,0,0
2017-10-03-03-30-00,0,0,0
2017-10-03-03-45-00,0,0,0
2017-10-03-04-00-00,0,0,0
2017-10-03-04-15-00,0,0,0
2017-10-03-04-30-00,0,0,0
2017-10-03-04-45-00,0,0,0
2017-10-03-05-00-00,0,0,0
2017-10-03-05-15-00,0,0,0
2017-10-03-05-30-00,0,0,0
2017-10-03-05-45-00,1,1,0
2017-10-03-06-00-00,2,2,0
2017-10-03-06-15-00,0,0,0
2017-10-03-06-30-00,1,0,1
2017-10-03-06-45-00,0,0,0
2017-10-03-07-00-00,1,1,0
2017-10-03-07-15-00,1,1,0
2017-10-03-07-30-00,2,2,0
2017-10-03-07-45-00,3,2,1
2017-10-03-08-00-00,4,2,2
2017-10-03-08-15-00,3,1,2
2017-10-03-08-30-00,5,1,4
2017-10-03-08-45-00,10,5,5
2017-10-03-09-00-00,10,5,5
2017-10-03-09-15-00,18,2,16
2017-10-03-09-30-00,13,7,6
2017-10-03-09-45-00,28,12,16
2017-10-03-10-00-00,13,6,7
2017-10-03-10-15-00,30,7,23
2017-10-03-10-30-00,30,14,16
2017-10-03-10-45-00,32,15,17
2017-10-03-11-00-00,31,14,17
2017-10-03-11-15-00,34,9,25
2017-10-03-11-30-00,37,14,23
2017-10-03-11-45-00,36,16,20
2017-10-03-12-00-00,44,15,29
2017-10-03-12-15-00,43,19,24
2017-10-03-12-30-00,48,17,31
2017-10-03-12-45-00,36,17,19
2017-10-03-13-00-00,34,14,20
2017-10-03-13-15-00,39,16,23
2017-10-03-13-30-00,37,13,24
2017-10-03-13-45-00,47,21,26
2017-10-03-14-00-00,65,35,30
2017-10-03-14-15-00,55,23,32
2017-10-03-14-30-00,46,26,20
2017-10-03-14-45-00,47,20,27
2017-10-03-15-00-00,61,31,30
2017-10-03-15-15-00,52,23,29
2017-10-03-15-30-00,50,39,11
2017-10-03-15-45-00,53,32,21
2017-10-03-16-00-00,34,23,11
2017-10-03-16-15-00,44,15,29
2017-10-03-16-30-00,51,31,20
2017-10-03-16-45-00,40,24,16
2017-10-03-17-00-00,48,31,17
2017-10-03-17-15-00,33,25,8
2017-10-03-17-30-00,46,28,18
2017-10-03-17-45-00,28,15,13
2017-10-03-18-00-00,40,20,20
2017-10-03-18-15-00,32,17,15
2017-10-03-18-30-00,26,19,7
2017-10-03-18-45-00,26,14,12
2017-10-03-19-00-00,22,12,10
2017-10-03-19-15-00,16,11,5
2017-10-03-19-30-00,11,9,2
2017-10-03-19-45-00,5,4,1
2017-10-03-20-00-00,5,2,3
2017-10-03-20-15-00,5,5,0
2017-10-03-20-30-00,4,4,0
2017-10-03-20-45-00,2,0,2
2017-10-03-21-00-00,0,0,0
2017-10-03-21-15-00,6,1,5
2017-10-03-21-30-00,1,0,1
2017-10-03-21-45-00,0,0,0
2017-10-03-22-00-00,2,1,1
2017-10-03-22-15-00,1,0,1
2017-10-03-22-30-00,1,1,0
2017-10-03-22-45-00,1,0,1
2017-10-03-23-00-00,0,0,0
2017-10-03-23-15-00,1,1,0
2017-10-03-23-30-00,0,0,0
2017-10-03-23-45-00,0,0,0
2017-10-04-00-00-00,0,0,0
2017-10-04-00-15-00,0,0,0
2017-10-04-00-30-00,0,0,0
2017-10-04-00-45-00,1,0,1
2017-10-04-01-00-00,0,0,0
2017-10-04-01-15-00,0,0,0
2017-10-04-01-30-00,0,0,0
2017-10-04-01-45-00,0,0,0
2017-10-04-02-00-00,0,0,0
2017-10-04-02-15-00,0,0,0
2017-10-04-02-30-00,0,0,0
2017-10-04-02-45-00,0,0,0
2017-10-04-03-00-00,0,0,0
2017-10-04-03-15-00,0,0,0
2017-10-04-03-30-00,0,0,0
2017-10-04-03-45-00,0,0,0
2017-10-04-04-00-00,0,0,0
2017-10-04-04-15-00,0,0,0
2017-10-04-04-30-00,0,0,0
